,0.0 g,72.65 g,272.25 g,471.56 g,673.02 g,872.42 g,1148.61 g,1345.57 g,1544.88 g,1744.3 g,1943.91 g,2073.13 g,2272.74 g,2472.04 g,2671.46 g,2868.42 g,3149.09 g,3345.72 g,3545.14 g,3716.65 g,3913.6 g,4113.02 g,4312.33 g,4513.81 g,4792.61 g,4992.03 g,5193.52 g,5392.82 g,5589.76 g,5789.34 g,5889.38 g,172.7 g,118.07 g
137,112657,121128,143924,166214,189542,212387,243928,266415,289082,311849,334748,349302,372094,395604,417632,440245,472374,494804,515658,537057,559294,581119,604984,627947,659819,683137,705167,727967,750375,773839,785081,132562,126186
138,112521,121038,143835,166334,189339,212340,244003,266072,289069,311956,334635,348607,371908,394989,417411,440475,472320,494763,516303,537246,559432,581858,605121,628041,659438,683217,False,728403,750310,773658,785335,132439,126076
139,112628,120996,144247,166376,189605,211983,243828,266312,288994,311736,334643,348491,372130,393956,417678,440313,472452,494936,517588,537693,559612,582507,605124,628223,659764,682910,705716,729058,750648,773729,785038,132315,125990
140,112627,121339,143811,166410,189467,212489,244045,266356,289145,False,334272,349440,372094,393672,False,440291,472313,494581,518823,False,559466,False,604869,627783,659667,682497,705277,728895,750611,773594,785140,132441,126319
141,112674,121149,143743,166754,189533,212671,243700,266307,289076,312043,334084,349925,372212,393618,417401,439809,471873,494553,518674,8028159,559700,582458,604967,627848,660011,682526,704655,728798,750894,773635,784759,132255,126216
142,112557,121235,143815,166363,189749,212546,243699,266650,289286,312160,334881,350235,372578,394209,417827,439707,472228,494645,518452,537013,559415,581984,604930,627666,660329,682153,705178,728469,751346,773580,784814,132557,126158
143,112633,121196,143651,166311,189558,212603,243945,266469,289101,311740,335034,350066,372319,395296,417756,439805,471994,494373,False,536878,False,581715,605232,627610,660003,682054,705247,727863,False,773634,784890,132450,126197
144,112923,121170,143883,166553,False,212428,243927,266351,288727,311722,334950,349362,372346,395854,417701,439942,471823,494542,517859,536499,559320,581674,605137,628056,660027,682252,705527,727721,750840,774028,784798,132404,125801
145,112685,121304,143791,166493,379381,212539,244202,266308,288951,311625,334554,349188,372098,396243,418027,440607,471878,494465,518307,536670,559704,582196,604858,627809,659934,682357,705892,727604,750766,773747,785152,132599,126096
146,112787,121025,143782,166761,17326,212200,243821,266402,288994,311755,333899,348636,371908,395816,417723,440624,471599,494616,518144,536581,559747,582086,605099,628187,660520,682884,706000,728189,751059,773689,784997,132364,126093
147,112693,121021,143804,166363,189667,212157,243693,266613,289221,312244,334215,348972,372003,394911,417859,440505,472244,495041,518064,536634,559711,582194,604780,628274,659864,682952,706397,728730,751118,773666,785288,132437,126055
148,112470,121051,143821,166336,189773,212319,243776,266362,289193,312098,334635,349352,371779,394402,417838,440141,472584,494963,517514,537333,559763,582137,604973,628014,659755,683130,706107,728789,750783,773420,785509,132505,126189
149,False,120990,144118,166468,189693,212100,243657,266422,288795,311987,335153,349449,371950,394068,417652,440038,472822,494902,516868,537471,559396,582516,605004,628077,659394,682929,706084,False,750918,773458,785234,132371,126021
150,225389,121280,143878,166433,189501,212419,243901,266438,288861,311851,335246,349688,372099,394551,417708,440138,472730,494612,516624,537631,559477,582958,604911,627699,659404,682572,705647,728059,750779,773144,785146,132425,126366
151,17282,121105,143997,166859,189749,212314,243720,266228,288954,311609,334566,349290,372366,394849,417709,False,472024,494409,516371,537454,559272,582462,605396,627977,659657,682493,704897,728696,750669,773510,784935,132161,126279
152,112679,False,144006,166474,189504,212347,243806,266472,288977,311921,334130,349475,372741,394924,417903,7039727,471968,494672,516931,536815,559118,582045,605298,627922,659416,682019,704855,728990,750549,773771,784776,132477,126108
153,112846,121118,143740,166531,189769,212681,243858,266124,289075,311973,333915,349503,372391,395311,417859,221018,471652,494849,517525,536691,559364,581293,605154,627725,659797,682133,704785,728978,750722,773798,784842,132359,126221
154,112707,121082,143926,166693,189642,212509,243846,266243,289132,312030,334575,349394,372335,395270,417753,440368,471700,495392,517957,536283,559206,581173,605021,627945,659912,682157,705184,728925,750964,773849,784745,132308,126220
155,112636,121263,143719,166365,189304,212576,244250,266421,289366,311932,335298,349468,372161,395313,417860,440304,False,495161,518421,536464,559396,582011,604791,627653,False,682251,705716,728312,750732,773659,785220,132464,126487
156,112914,121152,143841,166602,189687,212271,244035,266350,289089,311601,335396,349209,371991,395035,417480,440283,472845,494926,517960,537143,559608,582526,604969,628116,-8110209,682774,706052,727958,751059,773706,785235,132310,126148
157,112652,121150,143823,False,189527,212042,243764,False,289218,311823,335016,349138,372119,394757,417506,440203,472786,494640,517414,537357,559793,583101,604658,628254,659616,682966,706484,727524,751074,773495,785135,132541,126229
158,113010,121118,143716,-5242881,189581,212304,243700,266121,289167,311421,334193,349346,371986,394472,417502,440076,472398,494148,516570,537553,559958,583037,604862,628132,659556,683179,705968,727482,750794,773221,785268,132302,126332
159,112870,120908,143887,166297,189599,212105,243494,266275,288829,311650,334123,349120,372266,394024,417469,440311,472197,494625,516413,537164,559418,582376,605203,627996,660049,682955,705756,727949,False,773556,784902,132245,126000
160,112813,121165,143769,166610,189510,212514,244094,266418,289143,311969,334597,349440,372235,394461,417791,440026,471750,494797,517013,537033,559340,581860,604917,627424,659904,682371,705282,727989,750800,773402,784981,132558,126167
161,112865,120950,143836,166418,189776,212505,False,266802,289043,311920,334888,349281,372150,394793,417749,440027,471945,494764,517239,536813,559118,581436,605076,627848,660039,682458,704980,728761,751118,773676,784893,132251,126057
162,112568,120993,False,166642,189546,212182,243808,266576,289036,311899,335195,349168,372290,395260,417777,440063,471731,494650,517962,536469,558890,581706,604832,627794,660106,681967,705128,729003,751149,773801,785104,132619,126189
163,112695,121284,6291455,166383,189593,212367,243817,266150,289202,311420,334740,349536,372114,395651,417760,439890,472062,494315,518240,536603,559262,581842,604877,627796,659661,682302,705162,728944,751261,773884,785271,132545,126338
164,112494,121188,143637,166571,189760,212337,243662,266009,288943,311558,334505,349768,372163,395271,417667,440217,472462,494887,518034,536525,559300,582128,604989,628205,659821,682448,705629,728902,750825,774116,785054,132271,126107
165,False,121281,143923,166665,189658,212594,243636,266008,289225,311974,False,349863,372173,394909,417717,440223,472390,494774,517958,536947,559690,582618,604761,628161,659581,682490,705800,728094,750827,773715,785210,132658,126483
166,112825,121178,143813,166380,189709,212685,244243,266837,289130,311968,-2816001,349401,372064,394406,417631,440321,472521,494652,517303,537360,559741,582705,605116,628262,659617,682911,705806,727680,750669,773555,784960,132529,126347
167,112815,121043,143768,166575,189388,False,243995,266904,289095,312181,334601,349057,372232,False,417943,False,472198,False,517026,537184,559474,583288,605067,627943,659934,682624,706016,727163,750410,773365,784955,132619,126238
168,112691,121040,143985,166577,189596,212334,243844,266714,289150,311798,334841,348765,372119,478207,417993,440041,471959,494684,516601,537372,559515,582873,605217,627884,659932,682746,705607,727193,750862,773216,785148,132541,126438
169,112706,121206,143883,166618,189743,211973,243724,266240,288801,311565,334599,348494,372206,394581,417739,440206,472067,495114,516540,537019,559100,581968,605387,628097,660421,682636,705459,727920,750920,773745,785006,132422,126146
170,112498,120883,144147,166773,189356,212151,243697,265815,288845,311672,334594,349217,372155,394638,417799,440081,471637,494970,517016,536799,559130,581721,605089,627678,False,682648,705380,728320,751198,773476,785163,132646,126373
171,112787,121171,143740,166370,189542,212307,243835,266460,288942,311734,334680,350011,371969,395092,417658,440153,471752,494763,517524,536715,559015,581334,605076,627866,-1507329,682970,705232,729043,751220,773595,False,132318,126231
172,112791,121020,143651,166523,189556,212363,243765,266686,289086,312004,334529,350512,372227,395444,417824,440468,472188,494759,518370,536524,559254,581570,604539,627797,660027,682452,705522,729313,751029,773731,784640,132473,126077
173,112766,120994,143846,166466,189593,212578,244006,False,289478,312028,334965,350278,372055,395489,417807,440145,472673,494357,518522,536929,559753,582109,604515,627627,659891,682324,705469,728866,751114,773592,784867,132520,126180
174,112881,121048,143701,False,189706,212199,243732,267008,289272,False,334858,349328,372242,395416,417786,440469,472928,494578,518025,537091,559583,582702,604998,627932,659614,681732,705817,728636,750680,773829,785047,132460,125985
175,112684,120746,143938,332717,189588,212232,243394,266508,289195,624211,334446,348950,372321,394803,417984,440129,472507,494609,517572,537299,559729,583252,604772,False,659851,681438,705828,727943,750565,773479,785262,132555,126381
176,112835,120968,143813,17327,189630,212339,243833,266026,288923,17352,334194,348771,371976,394584,417700,439951,472286,494716,516825,537348,559502,583105,604794,1255923,659611,682180,705756,727650,False,773548,785651,132440,126327
177,112695,120944,143710,166681,189403,212401,False,266175,289005,312028,334087,348739,372212,394189,417792,440252,471880,495200,516677,537237,False,582672,604700,17398,659362,682524,705726,727453,4194303,773555,785189,132534,126114
178,112691,121003,143853,166476,189310,212617,244077,266253,289225,311931,334714,349200,372101,394094,417640,440054,471771,494919,516805,537214,559111,581808,605077,628117,659665,683030,705258,727500,750775,773428,785172,132390,126177
179,112792,121150,False,166690,189483,212268,243993,266819,289246,312092,334855,349567,372125,394665,417569,440383,471827,494824,517123,536672,559510,581349,605483,627725,659674,683227,705191,728226,751265,False,785056,132128,126038
180,112630,120944,287039,166528,189297,212178,243825,266861,289423,311588,334963,350308,372008,395174,417873,440262,471873,494535,517851,536554,559640,581884,605331,627920,660176,682874,705340,728317,750988,1547239,784612,132452,126234
181,112823,121156,17383,166545,189635,212218,243881,266340,289116,311625,334889,350091,372072,395949,417679,440076,472440,494292,517933,536812,559746,582088,605297,628053,660374,682793,705208,728615,751099,17420,784779,132347,126228
182,112752,120879,143987,166525,189485,212384,243586,266173,288904,311724,334260,349597,372236,396117,417724,440306,472738,494508,517936,536768,560030,582684,604717,627762,660303,682557,705637,728655,751186,773500,784599,132501,126228
183,112926,120958,143878,166425,189627,212716,243781,265796,289191,311867,334354,349710,372152,395568,417912,False,472647,494449,517805,537177,559690,582963,604563,628031,660048,682703,705594,728495,750792,773521,784899,132483,126448
184,112910,121190,143895,166613,189836,212444,243875,266218,288942,312077,334395,349176,372214,395243,417697,440080,472539,494920,517574,537226,559577,582756,604417,627691,659299,682556,705621,728610,750690,773445,785132,132398,126123
185,112457,120852,143967,166333,189574,212374,243728,266499,289267,311760,334760,348853,371980,394243,False,439976,471955,494934,517369,537180,559331,582520,604549,627796,659196,682298,705617,728073,750289,773592,785219,132433,126304
186,112677,120900,143807,166547,189393,212149,243768,266738,289334,311865,334879,348498,371995,393814,417653,440298,471840,494973,516768,537056,559177,581915,605241,628047,659334,682445,705199,728002,750451,773784,785334,132328,126325
187,112899,120982,144027,166692,189583,211983,243573,266725,289161,311860,334405,348820,372451,393972,417687,440194,471629,495139,516788,536765,559516,581802,605289,628140,659724,682207,705302,727955,750683,773509,785205,132540,126285
188,112980,121176,143723,166364,189797,212430,243826,266188,289162,311689,334616,349606,372292,394383,417715,440547,False,494718,516941,False,559598,581706,605383,628360,660139,682561,705221,727905,750709,773634,785425,132423,126438
189,112951,121119,143868,166521,189643,212448,243892,266136,288874,312053,334678,349855,372366,395118,417625,440413,471915,494445,517433,1074157,559539,False,605331,627677,660238,682704,705523,728355,751045,773443,785157,132474,126189
190,112673,120847,143903,166449,189795,212472,243819,266381,289154,312117,334864,350404,372093,395574,417814,440106,471805,494262,518020,17335,559799,582459,605024,False,660313,682575,705558,728461,750946,773373,784706,132793,126338
191,112883,121217,143686,166524,189431,212421,243971,266313,289359,312124,335052,350237,371579,396147,417494,440029,471887,494542,517897,536650,559683,582239,605188,-3145729,660150,682837,705772,728800,750975,773758,784738,132508,126255
