,0.0 g,72.65 g,269.84 g,470.02 g,669.36 g,870.88 g,1070.5 g,1347.91 g,1549.41 g,1748.85 g,1945.82 g,2145.44 g,2272.46 g,2469.43 g,2668.86 g,2870.37 g,3069.99 g,3350.48 g,3549.81 g,3749.24 g,3946.21 g,4145.83 g,4315.0 g,4511.98 g,4713.46 g,4813.52 g,4992.03 g,5193.54 g,5390.52 g,5589.85 g
136,230237,238259,260495,283297,305956,328870,351478,382984,405851,428531,450743,473231,487919,510470,532885,555806,578019,610215,632583,FALSE,677319,700267,719198,742157,764497,775793,796189,818572,841208,863623
137,230208,238407,260409,283460,305919,328774,351453,383113,405886,428489,450649,473278,487629,510455,532730,555801,578165,610196,632683,655230,677584,700188,719274,742201,764549,FALSE,795891,818770,840908,FALSE
138,230202,238444,260709,283097,306018,328814,351301,382998,405941,428350,450739,473401,487698,510241,532670,555719,578217,609865,632494,655185,677797,700218,719623,742050,764457,776007,795634,818896,841143,863986
139,230073,238281,260600,283166,305908,328583,351456,382692,405672,428491,450546,473212,487984,510375,532811,555567,578184,610063,632555,655440,678004,700119,719736,741795,764383,775734,795631,819111,841141,863726
140,230047,238361,260627,283042,306138,328621,351566,382879,405850,428368,450709,473420,487767,509978,532666,555445,578394,610042,632600,655674,677694,699925,719752,741354,764578,775645,795623,819124,841375,863744
141,230178,238467,260632,283257,306033,328777,351421,382981,405853,FALSE,450809,473516,FALSE,510058,532893,555659,578331,FALSE,632867,655626,677553,700074,719474,741257,764562,775449,795851,819002,841487,863859
142,230130,238441,260631,283356,305917,328746,351516,383184,405774,428615,450849,473434,-1919489,510229,533000,555854,FALSE,610017,633054,655248,677512,700263,719019,741479,764460,775517,796314,819035,FALSE,863582
143,230223,238343,260690,283297,306174,328759,351348,383297,405797,428494,451044,473412,487850,510057,532813,555664,578271,609895,632741,654757,677276,700401,719273,741525,764503,775867,796263,818747,841151,863515
144,230210,238082,260665,283375,305873,328462,351450,382991,405547,428429,450726,473257,487886,510457,532988,555653,578446,609847,632615,654853,677431,700476,719344,741985,764467,775948,796468,818881,840867,863613
145,230108,238377,260766,283007,305718,328664,351504,382933,405690,428392,450686,473311,487905,510338,532828,555472,578194,610000,632618,655081,677482,700277,719331,742030,764548,776104,796211,818713,841204,863986
146,230159,238513,260619,282889,305611,328856,351412,382878,405744,428304,450647,473397,487760,510197,532670,555461,578208,609934,632309,655243,677422,700262,FALSE,741960,764513,776036,796010,818760,841262,864051
147,230077,238284,260472,283189,305728,328778,351586,383038,405781,428599,450764,473295,487875,510093,532736,555641,578146,610013,632517,655525,677808,700027,719531,741903,764486,775839,796075,819190,841422,863878
148,230284,238296,260656,283188,305966,328915,351536,383298,405969,428452,450997,473649,487766,509974,532673,555444,578155,610070,632499,655461,677777,699815,719586,741605,764574,775945,795781,819014,841591,863864
149,230255,FALSE,260519,283340,305670,FALSE,FALSE,383105,405701,428360,450900,473529,487643,510129,532785,555453,578305,609840,632651,655621,FALSE,700168,719340,741629,764470,775684,795729,818985,841397,863622
150,229993,238373,260507,283430,305929,328614,-5530049,383199,405741,428532,450870,473422,487928,510302,FALSE,555687,578188,609948,632794,655411,677692,700146,719164,741393,764556,775708,795896,818970,841375,863530
151,230151,238322,260696,283191,306157,328694,351482,382968,405777,428390,450920,473400,487765,510270,532891,555602,578323,609959,632600,654960,677675,700244,718863,741358,764529,775783,795960,818906,841104,863787
152,229970,238503,260562,283466,305860,328878,351381,382746,405748,428650,450723,473430,487753,510178,532910,555737,578293,610022,632534,655070,677458,700336,719160,741626,764546,FALSE,796302,818986,840943,863937
153,229866,238251,260755,283384,305990,328913,351542,383083,405892,428622,450802,473601,487878,510026,533036,555812,578168,610183,632401,655070,677528,700383,719398,741619,764557,-674241,796447,818761,840946,864083
154,229970,238359,260724,283563,305862,328684,351446,383011,405697,428385,450794,473398,487718,510271,532872,555831,578274,609889,632633,655154,677561,700428,719578,741980,764279,776209,796386,818939,840779,863381
155,229898,238350,260498,283657,305763,328225,351359,383155,405705,428390,450925,473286,487729,510272,532825,555790,578148,609758,632615,655211,677505,700199,719808,742031,764465,775978,796097,818980,841039,863550
156,230053,238116,260591,283337,FALSE,328539,351504,383037,405911,FALSE,451009,473397,487640,510213,532709,555509,578350,609933,632363,655257,677314,700045,719545,741681,764398,775953,795683,818822,841267,863875
157,230216,238163,FALSE,283376,305842,329046,351423,382702,FALSE,428413,450790,473271,487614,510371,532478,555594,578293,610137,632515,655574,677309,700124,719414,741662,764435,776012,795858,818883,841262,864009
158,230312,238160,260615,283246,305889,329015,351421,382937,-6684673,428714,450862,473538,488026,510295,532520,555529,578096,610273,632742,655297,677576,700040,719164,741349,764662,775657,795789,818917,841481,864102
159,230418,238306,260628,283234,305817,328602,351312,383184,405993,428821,450904,473700,487809,510374,532531,555526,578122,609981,633171,655316,677533,700273,719006,741262,764533,775694,796071,818996,841383,863928
160,230152,238387,260457,283403,305691,328399,351309,383190,405905,428571,450827,473330,487808,510249,532863,555713,578214,609913,633358,655287,677644,700210,719290,741551,764526,775681,796341,818889,841182,863820
161,230275,238163,260457,283195,305982,328676,351492,383324,405743,428388,450839,473434,487696,510008,533125,555835,578363,609995,632928,654936,677756,700326,719190,741795,FALSE,775769,796176,818723,841032,863535
162,230269,238210,260609,283341,305866,328725,351364,383079,405921,428267,450693,473248,487640,510079,532893,FALSE,578564,609787,632396,655131,677415,700341,719428,742105,764512,776089,796240,818909,840904,863447
163,230006,238199,260523,283488,305787,328876,351432,382964,405656,428499,450716,FALSE,487745,510201,532889,2223715,578251,609849,631974,655208,677421,700083,719404,741958,764242,775960,796002,818861,841054,863812
164,230193,238221,260716,283506,305791,328956,351502,383010,405697,428616,450707,473603,487634,510355,532720,278431,578317,610070,631781,655241,677246,699796,719260,741938,764281,776156,795896,818804,841133,863787
165,230143,238530,260720,283537,305682,328607,351383,382954,405748,428467,450600,473524,487814,510595,532692,555389,578191,610267,632084,655335,FALSE,700038,719705,741913,764510,775994,796123,819127,841379,863821
166,230087,238399,260575,FALSE,305868,328528,351515,383206,405748,428542,450818,473345,487907,FALSE,532706,555283,578017,610374,632489,655196,677657,700107,719609,741539,764453,775758,796145,818857,FALSE,863960
167,230116,238409,260764,FALSE,305836,328821,351309,FALSE,405844,428256,450701,473298,487776,510593,532594,555644,578195,610163,633132,655327,677535,700257,719293,741700,764665,775910,796223,818818,841386,863847
168,230070,238266,260566,283340,305903,328942,351307,383031,405825,428323,450779,473390,487880,510324,532777,555698,578163,610114,FALSE,655272,677287,700377,719181,741466,764560,775855,796081,818901,841332,864052
169,230190,238182,260630,283385,305892,329169,351649,383139,405816,428389,450958,473463,487786,509909,532855,555851,578533,609858,632370,655115,677520,700135,718944,741589,764574,FALSE,796080,818905,841141,864015
170,230124,238441,260817,283435,305663,329014,351474,382937,405813,428354,450747,473611,487721,509642,532967,555852,578374,609736,632717,655136,677577,700257,719099,741697,764623,3103939,796253,818983,841312,863859
171,FALSE,238462,260715,283396,306053,328538,351461,383001,405688,428719,450808,473389,487885,509965,533063,555556,578132,609973,632995,654955,677559,700199,719299,741667,764396,388847,796044,818906,841167,863748
172,229970,238372,260884,283477,306095,328177,351413,383154,405896,428686,FALSE,473139,487806,510144,532898,555738,578173,609804,633002,655196,677804,700012,719382,741703,764572,775903,795971,818973,841301,863727
173,230029,238368,FALSE,283316,305852,328559,351317,383212,405905,428619,450842,473352,487901,510219,532827,555678,578057,609981,632875,655447,677602,699976,719492,741686,764585,775927,795985,819256,841356,863913
174,230086,238276,260645,283394,305865,328972,351581,383162,405889,428343,450716,473387,487717,510272,532790,555643,578240,610257,632483,655323,677663,699873,719413,741739,764353,776199,796043,819094,841316,863936
175,230020,238341,260739,283403,305849,328909,351334,382896,406014,428180,450898,473550,487649,510156,532598,555747,578257,610074,632480,655309,677544,700108,719410,741677,764770,775983,796140,819210,841348,863971
176,230069,238382,260650,283123,305946,329073,351333,382909,405767,428547,450871,473525,487932,510203,532637,555621,578224,610171,632308,655248,677293,700309,719382,741266,764676,775837,795951,818985,841148,863893
177,229902,238382,260729,283260,305903,328985,351397,382854,405680,428579,450772,473202,487828,509853,532568,555891,578493,FALSE,632245,655253,677417,700132,719219,741187,764594,775802,795963,818553,841052,863650
178,230133,238442,260949,283152,305713,328368,351355,382968,405870,428424,450737,473309,487946,509789,532704,555850,578312,-4325377,632783,655239,677386,700353,719153,741794,764694,775692,796074,818604,841006,863933
179,230164,238282,260743,283180,305972,328349,351459,383233,405945,428605,450518,473162,487843,510256,532953,555750,578156,609815,632953,655047,677630,700361,719055,742278,764409,775817,795892,818575,841132,863921
180,229962,FALSE,260645,283313,305908,328572,351439,382849,406034,428463,450602,473419,487583,510269,532838,555612,578213,609863,633190,655135,677688,700144,719401,742445,764365,775869,796068,818738,841378,863627
181,230165,476941,260609,283159,305899,328725,351413,382701,405819,428429,450814,473733,487722,510370,532875,555312,578045,609947,633106,655287,FALSE,700082,719606,742049,764406,775893,795946,818945,841269,863796
182,230129,16683,260525,FALSE,305943,329042,FALSE,FALSE,405645,428520,450794,473568,487660,510280,532834,555451,578289,610190,632822,655169,5694975,699824,719596,741312,764417,775983,796039,819153,FALSE,863733
183,230054,238257,260610,283077,305862,328839,-4515329,765733,405712,428438,450799,473491,487623,510224,532622,555715,578316,610149,632658,655137,677742,700029,719737,741134,764623,775798,796106,819129,841247,863794
184,230177,238183,260541,283260,306027,328823,351400,16687,405633,428436,450661,473359,487882,510332,532522,555708,578157,610251,FALSE,655163,677383,700136,719509,741291,764460,775972,795953,818916,841441,863932
185,230047,238297,260720,283170,305986,328880,351409,382993,406043,428383,450711,473254,487859,510053,532570,555630,578307,610311,-6959105,FALSE,677140,700320,719037,741901,764618,775850,796094,818961,841300,863789
186,230227,238130,260651,283080,305976,328946,351443,383076,406036,428501,450873,473564,487944,510034,532792,555506,578173,FALSE,632054,1343487,677320,700584,719029,742041,764704,775587,FALSE,818977,841323,863611
187,230181,238244,260680,283155,306025,329023,351438,382826,405797,428474,450671,473532,487735,510108,532934,555668,578407,2440423,632574,655317,677469,700442,719064,741991,764535,775719,-2097153,818730,841230,863704
188,230051,238280,260790,283056,305886,328528,351637,382890,405807,428389,450908,473679,487865,510281,532949,555676,578364,305786,632950,655001,677704,700377,719102,742386,764587,775667,796062,818804,841103,863821
189,230152,238248,260562,283264,306069,328372,351311,383132,405646,428542,450727,473632,488050,510491,532947,555436,578176,609978,FALSE,655007,677614,700084,719415,742207,764397,775934,796140,818851,841261,863844
190,229966,238349,260623,283095,306021,328614,351320,382935,406058,428445,450694,473326,487754,510254,532612,555500,578335,FALSE,1266209,654949,677615,699842,719551,741800,764471,776049,795730,818814,841174,863865
191,230174,238250,260604,283068,305778,328751,351413,383054,406209,428400,450780,473455,487724,510165,532685,555528,578285,FALSE,16666,655245,677675,700108,719809,740997,764571,775815,795554,818847,841228,863861
192,230223,238443,260339,283226,305918,329108,351360,382914,405999,428579,450643,473241,487779,510145,532849,555548,FALSE,609882,632837,655511,677652,700002,719611,740309,FALSE,775826,795634,818985,841278,863886
193,230140,238524,260560,283115,305900,328932,351530,382870,405727,428366,450762,473284,487810,510047,532684,555841,578146,609803,632688,655533,677592,700208,719558,740702,3057859,775744,795639,819174,841193,863543
194,230189,238263,260693,283165,305760,328734,351389,382951,405416,428382,450788,473619,487991,510396,532759,555839,578137,FALSE,632705,FALSE,677415,700257,719376,741348,382945,775773,796213,819084,841303,863653
195,229984,238447,260621,283167,305829,328735,351368,382934,405517,428376,450639,473475,487926,510290,532675,555882,578131,2440427,632276,655101,677249,700230,718979,742435,764669,775913,796550,818938,841251,863675
196,230124,238368,260737,283180,305759,328444,351610,383107,405748,428333,450827,473466,487849,510050,532662,555810,578376,305638,632426,655199,677485,700430,719046,743519,764670,775822,796365,819050,841319,863830
197,230179,238448,260725,283237,FALSE,328533,351504,382895,405784,428546,450713,473098,487735,510101,533013,555561,578140,610154,632465,655329,677598,700199,718905,743163,764512,775836,796204,818741,841274,864029
198,230038,238395,260663,283159,305896,328595,351559,382866,405945,428337,450708,473184,487675,509774,532939,555607,578252,610009,632743,655236,677772,700194,719141,742376,764413,775764,795763,818652,840974,863858
199,230086,238182,260626,283108,305796,328710,351375,382836,405773,428281,450797,473473,487740,510128,532953,555519,578573,609969,632997,655423,677856,700151,719737,741028,764272,775721,795856,818748,841090,863901
200,230043,238449,260598,283000,305849,328914,351216,382736,405582,428425,450959,473398,487678,510371,532834,555596,578559,610013,632723,655399,677685,FALSE,719712,740076,764372,776213,795869,818866,841336,863778
201,229861,238420,260630,282894,305740,328839,351461,382976,405677,428333,451032,473510,487773,510199,532590,555702,578471,610179,632743,655164,677612,1399743,719850,739777,764280,776106,795857,819035,841370,863766
202,229990,238333,260406,283145,305728,328796,351407,383116,405928,428522,450621,473321,488030,510292,532698,555677,578139,FALSE,632652,655326,677231,16725,719592,740218,764348,775999,796056,818742,841303,863817
203,FALSE,238444,260424,283121,306028,328740,351476,382887,406071,428450,450596,473059,487877,509950,532736,555748,578108,610043,632279,655238,677176,700310,719145,741921,764616,776011,FALSE,818757,841159,863592
204,230172,238283,260592,283287,306029,328571,351523,382985,406013,FALSE,450900,473163,487808,509897,533068,555720,578138,609724,632521,655272,677539,700296,719105,743282,764670,775850,796278,818949,841198,863636
205,229981,238408,260461,283224,305961,328623,351314,382863,405863,428382,450808,473238,FALSE,510089,533136,555732,578004,609956,632516,655269,677426,700185,718914,743978,764670,775886,795998,818891,841095,863492
206,230178,238528,260590,283024,305880,328455,351371,382899,405837,428175,450842,473523,487775,509918,532785,555611,578410,609972,632597,655095,677737,700406,719236,743887,764585,775812,795971,818916,840866,863466
207,230164,238320,260590,283211,305858,328678,351307,383113,405446,428446,450928,473626,487570,510135,FALSE,555361,578430,609938,632735,655306,677612,700121,719740,742297,764415,775971,795828,818840,841096,863778
208,230232,238328,260680,283233,305907,328753,351389,383022,405738,428677,450691,473384,487654,510420,-1179649,555592,578270,610087,632641,655268,677368,700036,719815,740734,764535,776053,795984,818803,841117,863766
209,230092,238314,260784,283314,305681,328709,351551,383053,405992,428515,450724,473306,487837,510337,532524,555638,578371,610018,632755,655254,677543,700015,720003,739432,764350,775854,796076,818995,841148,863863
